Heaven/Earth 0=Heaven; 1=Earth,Condition: 1= In Play; 2=Out of play; 3=leading; 4=trailing,Number Requested,"X: 1=Left most column, counting to the right to max of 2 or 3","Y: 1 equals top row (i.e., out of play heavenly bead), counting downwards to 7. ",Correct on Search task? Trials weith incorrect search responses were excluded from analysis,RT,Abacus entered: Only relevent to dual task,Correct on Abacus: only relevent to dual task,"Number of columns: occasionally you will see 0s in this column, this means the participant was in a pilot version with 4 columns and should be excluded. ",Subject Number: Assigned when extracted from .mat instead of alpha numeric number to make some things in life easier,<3Std Dev: removing outliers (2s). Calculated in linear space. Needs to be redone in log space,Inout or Leading trailing trial,Expertise level: ranges from 0 (none) to 2(has used abacus)
0,3,73,1,1,1,1.66,0,0,3,344,1,leading/trailing,0
1,3,59,1,5,1,1.2,0,0,3,344,1,leading/trailing,0
1,2,36,1,7,1,1.02,0,0,3,344,1,IN/Out,0
1,2,32,1,7,1,0.695,0,0,2,344,1,IN/Out,0
1,4,780,3,6,1,0.84,0,0,3,344,1,leading/trailing,0
0,1,770,2,2,1,0.709,0,0,3,344,1,IN/Out,0
1,4,40,2,5,1,0.657,0,0,2,344,1,leading/trailing,0
1,3,83,1,7,1,1.37,0,0,3,344,1,leading/trailing,0
1,3,7,1,5,1,0.597,0,0,2,344,1,leading/trailing,0
1,4,70,2,6,1,0.778,0,0,2,344,1,leading/trailing,0
1,3,74,1,7,1,0.904,0,0,3,344,1,leading/trailing,0
0,1,409,3,2,1,10.7,0,0,3,345,2,IN/Out,0
1,2,91,2,7,1,1.1,0,0,2,345,1,IN/Out,0
0,2,15,1,1,1,0.832,0,0,2,345,1,IN/Out,0
1,2,34,1,7,1,1.01,0,0,2,345,1,IN/Out,0
0,1,70,1,2,1,0.731,0,0,2,345,1,IN/Out,0
1,2,892,3,7,1,1.6,0,0,3,345,1,IN/Out,0
1,4,30,2,6,1,0.985,0,0,2,345,1,leading/trailing,0
1,4,60,2,7,1,0.734,0,0,2,345,1,leading/trailing,0
1,3,76,1,5,1,1.08,0,0,3,345,1,leading/trailing,0
1,3,88,1,5,1,0.701,0,0,3,345,1,leading/trailing,0
1,3,88,1,4,1,0.71,0,0,3,345,1,leading/trailing,0
1,4,60,2,5,1,0.824,0,0,2,345,1,leading/trailing,0
1,4,10,2,5,1,0.583,0,0,2,345,1,leading/trailing,0
1,1,148,1,3,1,1.26,0,0,3,345,1,IN/Out,0
1,2,219,2,5,1,1.09,0,0,3,345,1,IN/Out,0
1,1,93,3,3,1,0.816,0,0,3,345,1,IN/Out,0
0,3,59,1,1,1,1.49,0,0,3,345,1,leading/trailing,0
1,4,70,2,5,1,0.97,0,0,2,345,1,leading/trailing,0
1,2,78,2,7,1,0.704,0,0,2,345,1,IN/Out,0
1,1,88,2,5,1,0.868,0,0,2,345,1,IN/Out,0
1,3,81,1,4,1,0.848,0,0,3,345,1,leading/trailing,0
0,1,47,2,2,1,1.05,0,0,2,345,1,IN/Out,0
1,3,37,1,6,1,1.16,0,0,3,345,1,leading/trailing,0
1,2,31,2,6,1,1.91,0,0,2,345,1,IN/Out,0
0,2,932,3,1,0,3.69,0,0,3,345,1,IN/Out,0
0,3,1,1,1,1,2.68,0,0,2,345,1,leading/trailing,0
1,1,81,1,3,1,0.73,0,0,2,345,1,IN/Out,0
1,1,71,1,4,1,0.603,0,0,2,345,1,IN/Out,0
1,3,49,1,7,1,1.25,0,0,3,345,1,leading/trailing,0
1,4,40,2,6,1,0.83,0,0,2,345,1,leading/trailing,0
1,1,455,1,3,1,0.635,0,0,3,345,1,IN/Out,0
1,1,43,1,6,1,0.832,0,0,2,345,1,IN/Out,0
1,1,831,3,3,1,1.34,0,0,3,345,1,IN/Out,0
0,4,980,3,1,1,1.36,0,0,3,345,1,leading/trailing,0
0,2,805,2,1,1,0.813,0,0,3,345,1,IN/Out,0
1,3,8,1,7,1,1.22,0,0,2,345,1,leading/trailing,0
0,3,45,1,1,1,0.966,0,0,3,345,1,leading/trailing,0
1,2,104,2,5,1,1.04,0,0,3,345,1,IN/Out,0
1,4,980,3,7,1,1.76,0,0,3,345,1,leading/trailing,0
1,2,817,3,7,1,1.01,0,0,3,345,1,IN/Out,0
1,2,619,1,5,1,1.95,0,0,3,345,1,IN/Out,0
1,4,50,2,6,1,1.79,0,0,2,345,1,leading/trailing,0
1,3,7,1,6,1,0.827,0,0,2,345,1,leading/trailing,0
1,1,45,1,3,1,0.744,0,0,2,345,1,IN/Out,0
1,2,64,1,5,1,0.663,0,0,2,345,1,IN/Out,0
1,4,60,2,4,1,0.771,0,0,2,345,1,leading/trailing,0
0,2,37,1,1,1,1.27,0,0,2,345,1,IN/Out,0
1,4,380,3,7,1,2.04,0,0,3,345,1,leading/trailing,0
1,4,160,3,5,1,0.71,0,0,3,345,1,leading/trailing,0
1,1,72,2,3,1,0.926,0,0,3,345,1,IN/Out,0
0,4,10,2,1,1,0.734,0,0,2,345,1,leading/trailing,0
1,1,593,3,3,1,0.64,0,0,3,345,1,IN/Out,0
1,2,474,2,7,1,0.586,0,0,3,345,1,IN/Out,0
1,2,85,2,5,1,0.833,0,0,2,345,1,IN/Out,0
1,2,399,1,7,0,0.591,0,0,3,345,1,IN/Out,0
0,4,50,2,1,1,1.36,0,0,2,345,1,leading/trailing,0
1,3,78,1,6,1,1.07,0,0,3,345,1,leading/trailing,0
1,2,78,2,7,1,1.06,0,0,2,345,1,IN/Out,0
0,1,777,3,2,1,2.03,0,0,3,345,1,IN/Out,0
0,2,253,1,1,1,1.04,0,0,3,345,1,IN/Out,0
1,4,360,3,4,1,1.08,0,0,3,345,1,leading/trailing,0
1,4,320,3,7,1,0.984,0,0,3,345,1,leading/trailing,0
0,4,20,2,1,1,1.13,0,0,2,345,1,leading/trailing,0
1,2,951,3,5,1,1.15,0,0,3,345,1,IN/Out,0
1,1,470,1,5,1,0.836,0,0,3,345,1,IN/Out,0
0,3,7,1,1,1,0.972,0,0,2,345,1,leading/trailing,0
1,2,73,1,6,1,0.96,0,0,2,345,1,IN/Out,0
1,3,3,1,4,1,0.761,0,0,2,345,1,leading/trailing,0
1,2,40,2,6,1,0.721,0,0,2,345,1,IN/Out,0
1,1,14,1,3,1,1.22,0,0,2,345,1,IN/Out,0
1,1,359,3,6,1,1.32,0,0,3,345,1,IN/Out,0
1,4,570,3,4,1,0.766,0,0,3,345,1,leading/trailing,0
1,4,270,3,4,1,0.675,0,0,3,345,1,leading/trailing,0
0,3,46,1,1,1,1.18,0,0,3,345,1,leading/trailing,0
1,1,33,2,3,1,0.605,0,0,2,345,1,IN/Out,0
1,3,28,1,5,1,1.12,0,0,3,345,1,leading/trailing,0
0,1,55,2,2,1,0.645,0,0,2,345,1,IN/Out,0
1,3,7,1,4,1,0.984,0,0,2,345,1,leading/trailing,0
1,4,70,2,7,1,1.38,0,0,2,345,1,leading/trailing,0
1,2,666,2,6,1,1.24,0,0,3,345,1,IN/Out,0
0,1,264,2,2,1,0.879,0,0,3,345,1,IN/Out,0
0,4,510,3,1,1,1.45,0,0,3,345,1,leading/trailing,0
1,3,91,1,6,1,1.56,0,0,3,345,1,leading/trailing,0
1,3,4,1,4,1,1.04,0,0,2,345,1,leading/trailing,0
1,4,470,3,5,1,0.901,0,0,3,345,1,leading/trailing,0
0,4,90,2,1,1,0.958,0,0,2,345,1,leading/trailing,0
1,1,729,3,5,1,1.72,0,0,3,345,1,IN/Out,0
0,3,5,1,1,0,0.766,0,0,2,345,1,leading/trailing,0
1,2,79,1,7,1,1.27,0,0,2,345,1,IN/Out,0
1,3,3,1,5,1,1.32,0,0,2,345,1,leading/trailing,0
0,2,902,3,1,1,1.02,0,0,3,345,1,IN/Out,0
1,1,2,2,3,1,0.692,0,0,2,345,1,IN/Out,0
1,3,3,1,6,1,0.847,0,0,2,345,1,leading/trailing,0
1,1,907,1,5,1,1.2,0,0,3,345,1,IN/Out,0
1,3,67,1,7,1,0.751,0,0,3,345,1,leading/trailing,0
1,4,990,3,7,1,1.09,0,0,3,345,1,leading/trailing,0
1,2,941,3,7,1,0.815,0,0,3,345,1,IN/Out,0
1,1,15,1,3,1,0.71,0,0,2,345,1,IN/Out,0
1,1,811,1,3,1,0.71,0,0,3,345,1,IN/Out,0
0,3,4,1,1,1,0.81,0,0,2,345,1,leading/trailing,0
1,4,80,2,6,1,0.798,0,0,2,345,1,leading/trailing,0
1,3,1,1,6,1,0.573,0,0,2,345,1,leading/trailing,0
0,1,15,3,2,1,0.7,0,0,3,345,1,IN/Out,0
1,3,1,1,7,1,0.942,0,0,2,345,1,leading/trailing,0
1,1,42,1,5,1,0.621,0,0,2,345,1,IN/Out,0
0,4,220,3,1,1,0.731,0,0,3,345,1,leading/trailing,0
1,3,95,1,5,1,0.731,0,0,3,345,1,leading/trailing,0
1,4,40,2,4,1,0.587,0,0,2,345,1,leading/trailing,0
1,3,1,1,4,1,0.661,0,0,2,345,1,leading/trailing,0
0,3,88,1,1,1,0.976,0,0,3,345,1,leading/trailing,0
1,3,3,1,6,1,0.75,0,0,2,345,1,leading/trailing,0
0,1,60,1,2,1,1.05,0,0,2,345,1,IN/Out,0
1,4,290,3,5,1,0.833,0,0,3,345,1,leading/trailing,0
0,2,7,1,1,1,1.4,0,0,2,345,1,IN/Out,0
1,4,20,2,6,1,0.674,0,0,2,345,1,leading/trailing,0
1,3,6,1,5,1,0.949,0,0,2,345,1,leading/trailing,0
1,4,960,3,6,1,1.18,0,0,3,345,1,leading/trailing,0
1,2,48,2,7,1,0.81,0,0,2,345,1,IN/Out,0
1,1,334,2,3,1,1.12,0,0,3,345,1,IN/Out,0
1,3,15,1,7,1,0.799,0,0,3,345,1,leading/trailing,0
1,4,980,3,5,1,1.54,0,0,3,345,1,leading/trailing,0
1,2,379,2,7,1,0.715,0,0,3,345,1,IN/Out,0
1,1,52,2,3,1,0.765,0,0,2,345,1,IN/Out,0
1,2,20,2,7,1,1.57,0,0,2,345,1,IN/Out,0
1,2,713,1,7,1,0.978,0,0,3,345,1,IN/Out,0
1,1,13,2,4,1,0.697,0,0,2,345,1,IN/Out,0
0,2,9,1,1,1,0.874,0,0,2,345,1,IN/Out,0
0,4,850,3,1,1,0.89,0,0,3,345,1,leading/trailing,0
1,1,775,1,3,1,16.7,0,0,3,346,2,IN/Out,1
0,4,290,3,1,1,1.94,0,0,3,346,1,leading/trailing,1
0,1,837,3,2,1,2.35,0,0,3,346,1,IN/Out,1
1,4,40,2,4,1,1.93,0,0,2,346,1,leading/trailing,1
0,1,219,3,2,1,1.41,0,0,3,346,1,IN/Out,1
1,1,13,2,3,1,1.42,0,0,2,346,1,IN/Out,1
1,1,828,2,4,1,1.35,0,0,3,346,1,IN/Out,1
1,3,93,1,4,1,2.32,0,0,3,346,1,leading/trailing,1
1,3,28,1,6,1,1.58,0,0,3,346,1,leading/trailing,1
1,4,230,3,5,1,1.78,0,0,3,346,1,leading/trailing,1
1,4,340,3,7,1,1.99,0,0,3,346,1,leading/trailing,1
1,2,466,2,6,1,1.39,0,0,3,346,1,IN/Out,1
1,3,71,1,5,1,1.45,0,0,3,346,1,leading/trailing,1
1,2,588,1,6,1,1.65,0,0,3,346,1,IN/Out,1
1,1,85,1,3,1,1.74,0,0,2,346,1,IN/Out,1
1,4,70,2,7,1,1.31,0,0,2,346,1,leading/trailing,1
1,1,56,3,3,1,1.62,0,0,3,346,1,IN/Out,1
0,3,8,1,1,1,1.59,0,0,2,346,1,leading/trailing,1
1,4,60,2,4,1,1.32,0,0,2,346,1,leading/trailing,1
0,2,172,1,1,1,2.04,0,0,3,346,1,IN/Out,1
1,1,863,1,4,1,2.41,0,0,3,346,1,IN/Out,1
0,4,90,2,1,1,3.14,0,0,2,346,1,leading/trailing,1
1,3,3,1,4,1,1.38,0,0,2,346,1,leading/trailing,1
1,2,144,1,7,1,1.5,0,0,3,346,1,IN/Out,1
1,1,58,2,3,1,1.49,0,0,2,346,1,IN/Out,1
1,1,11,1,3,1,1.78,0,0,2,346,1,IN/Out,1
1,2,947,3,7,1,1.51,0,0,3,346,1,IN/Out,1
1,3,6,1,7,1,1.58,0,0,2,346,1,leading/trailing,1
0,1,660,2,2,1,1.98,0,0,3,346,1,IN/Out,1
1,3,29,1,5,1,1.79,0,0,3,346,1,leading/trailing,1
1,2,844,1,7,1,1.29,0,0,3,346,1,IN/Out,1
0,2,247,1,1,1,2.5,0,0,3,346,1,IN/Out,1
1,4,460,3,5,1,1.73,0,0,3,346,1,leading/trailing,1
1,2,31,1,5,1,1.21,0,0,3,346,1,IN/Out,1
0,1,48,2,2,1,1.63,0,0,2,346,1,IN/Out,1
1,4,30,2,4,1,0.735,0,0,2,346,1,leading/trailing,1
1,2,24,1,7,1,1.61,0,0,2,346,1,IN/Out,1
1,1,636,1,3,1,1.03,0,0,3,346,1,IN/Out,1
1,3,54,1,6,1,1.57,0,0,3,346,1,leading/trailing,1
1,1,63,2,5,1,1.72,0,0,2,346,1,IN/Out,1
1,3,9,1,7,1,1.97,0,0,2,346,1,leading/trailing,1
1,2,26,1,6,1,1.1,0,0,3,346,1,IN/Out,1
1,2,17,1,5,1,0.985,0,0,2,346,1,IN/Out,1
0,1,81,1,2,1,1.66,0,0,2,346,1,IN/Out,1
1,2,341,3,6,1,1.37,0,0,3,346,1,IN/Out,1
1,1,953,3,5,1,1.06,0,0,3,346,1,IN/Out,1
1,3,95,1,7,1,2.26,0,0,3,346,1,leading/trailing,1
0,1,62,1,2,1,1.37,0,0,2,346,1,IN/Out,1
0,3,1,1,1,1,1.44,0,0,2,346,1,leading/trailing,1
1,1,276,1,3,1,2.54,0,0,3,346,1,IN/Out,1
0,2,11,2,1,1,1.38,0,0,2,346,1,IN/Out,1
1,2,146,3,7,1,1.49,0,0,3,346,1,IN/Out,1
1,1,801,3,3,1,1.2,0,0,3,346,1,IN/Out,1
1,2,53,2,7,1,2.94,0,0,2,346,1,IN/Out,1
0,4,150,3,1,1,2.19,0,0,3,346,1,leading/trailing,1
1,4,70,2,4,1,1.27,0,0,2,346,1,leading/trailing,1
1,4,60,2,6,1,1.68,0,0,2,346,1,leading/trailing,1
1,2,32,1,7,1,1.67,0,0,2,346,1,IN/Out,1
1,4,340,3,5,1,0.99,0,0,3,346,1,leading/trailing,1
1,1,97,2,4,1,0.964,0,0,2,346,1,IN/Out,1
0,3,1,1,1,1,1.43,0,0,2,346,1,leading/trailing,1
1,4,280,3,6,1,1.38,0,0,3,346,1,leading/trailing,1
0,4,90,2,1,1,0.817,0,0,2,346,1,leading/trailing,1
1,4,30,2,5,1,1.2,0,0,2,346,1,leading/trailing,1
1,2,62,3,6,1,0.806,0,0,3,346,1,IN/Out,1
0,1,93,1,2,1,1.13,0,0,2,346,1,IN/Out,1
1,1,330,2,4,1,1.13,0,0,3,346,1,IN/Out,1
1,3,8,1,4,1,1.12,0,0,2,346,1,leading/trailing,1
1,3,3,1,6,1,1.49,0,0,2,346,1,leading/trailing,1
0,3,87,1,1,1,1.6,0,0,3,346,1,leading/trailing,1
1,2,352,2,5,1,1.83,0,0,3,346,1,IN/Out,1
1,1,57,2,3,1,1.08,0,0,2,346,1,IN/Out,1
1,3,9,1,5,1,1.56,0,0,2,346,1,leading/trailing,1
1,4,20,2,4,1,1.33,0,0,2,346,1,leading/trailing,1
1,1,99,2,4,1,0.97,0,0,2,346,1,IN/Out,1
0,4,70,2,1,1,1.25,0,0,2,346,1,leading/trailing,1
1,1,59,2,3,1,1.05,0,0,2,346,1,IN/Out,1
0,2,27,1,1,1,1.86,0,0,2,346,1,IN/Out,1
1,2,55,2,4,1,1.14,0,0,2,346,1,IN/Out,1
1,4,20,2,7,1,1.17,0,0,2,346,1,leading/trailing,1
0,2,50,2,1,1,1.38,0,0,2,346,1,IN/Out,1
0,2,748,2,1,1,1.75,0,0,3,346,1,IN/Out,1
1,1,855,1,4,1,1.43,0,0,3,346,1,IN/Out,1
1,3,99,1,4,1,0.937,0,0,3,346,1,leading/trailing,1
1,3,9,1,6,1,1.26,0,0,2,346,1,leading/trailing,1
1,1,57,2,4,1,1.33,0,0,2,346,1,IN/Out,1
0,3,52,1,1,1,1.35,0,0,3,346,1,leading/trailing,1
1,4,660,3,7,1,1.63,0,0,3,346,1,leading/trailing,1
1,4,50,2,5,1,1.06,0,0,2,346,1,leading/trailing,1
1,3,17,1,6,1,1.4,0,0,3,346,1,leading/trailing,1
1,4,40,2,5,1,0.887,0,0,2,346,1,leading/trailing,1
1,3,38,1,5,1,1.07,0,0,3,346,1,leading/trailing,1
1,2,46,2,7,1,1.29,0,0,2,346,1,IN/Out,1
1,4,30,2,7,1,1.38,0,0,2,346,1,leading/trailing,1
1,3,3,1,5,1,1.24,0,0,2,346,1,leading/trailing,1
1,2,17,1,7,1,1.03,0,0,2,346,1,IN/Out,1
1,3,7,1,4,1,0.992,0,0,2,346,1,leading/trailing,1
0,3,12,1,1,1,1.52,0,0,3,346,1,leading/trailing,1
1,3,59,1,6,1,1.15,0,0,3,346,1,leading/trailing,1
1,3,2,1,7,1,1.63,0,0,2,346,1,leading/trailing,1
0,4,10,2,1,1,1.36,0,0,2,346,1,leading/trailing,1
1,4,720,3,6,1,1.89,0,0,3,346,1,leading/trailing,1
1,1,220,1,4,1,2.2,0,0,3,346,1,IN/Out,1
1,2,38,2,7,1,0.989,0,0,2,346,1,IN/Out,1
1,4,950,3,7,1,0.987,0,0,3,346,1,leading/trailing,1
1,2,8,1,6,1,1.37,0,0,2,346,1,IN/Out,1
1,3,1,1,4,1,1.34,0,0,2,346,1,leading/trailing,1
0,4,830,3,1,1,1.22,0,0,3,346,1,leading/trailing,1
0,3,35,1,1,1,1.75,0,0,3,346,1,leading/trailing,1
1,2,48,2,7,1,2.6,0,0,2,346,1,IN/Out,1
1,3,2,1,6,1,1.2,0,0,2,346,1,leading/trailing,1
1,2,11,1,6,1,1.47,0,0,2,346,1,IN/Out,1
1,1,21,1,3,1,2.22,0,0,2,346,1,IN/Out,1
0,2,196,1,1,1,2.31,0,0,3,346,1,IN/Out,1
1,4,610,3,5,1,1.6,0,0,3,346,1,leading/trailing,1
1,1,58,2,4,1,2.56,0,0,2,346,1,IN/Out,1
0,2,44,1,1,1,1.35,0,0,2,346,1,IN/Out,1
0,4,660,3,1,1,1.09,0,0,3,346,1,leading/trailing,1
0,1,177,2,2,1,0.986,0,0,3,346,1,IN/Out,1
1,4,820,3,6,1,0.887,0,0,3,346,1,leading/trailing,1
1,2,156,1,7,1,1.53,0,0,3,346,1,IN/Out,1
1,2,98,2,7,1,1.94,0,0,2,346,1,IN/Out,1
1,4,430,3,4,1,0.943,0,0,3,346,1,leading/trailing,1
1,3,31,1,4,1,0.957,0,0,3,346,1,leading/trailing,1
0,3,1,1,1,1,1.05,0,0,2,346,1,leading/trailing,1
1,4,690,3,4,1,1.34,0,0,3,346,1,leading/trailing,1
1,3,46,1,5,1,1.29,0,0,3,346,1,leading/trailing,1
1,1,354,3,4,1,0.833,0,0,3,346,1,IN/Out,1
1,1,67,2,4,1,13.3,0,0,2,347,2,IN/Out,1
0,1,715,3,2,1,0.627,0,0,3,347,1,IN/Out,1
0,2,624,2,1,1,1.73,0,0,3,347,1,IN/Out,1
0,1,81,1,2,1,0.64,0,0,2,347,1,IN/Out,1
1,2,753,3,7,1,0.939,0,0,3,347,1,IN/Out,1
0,1,394,2,2,1,0.638,0,0,3,347,1,IN/Out,1
1,1,768,2,3,1,1.45,0,0,3,347,1,IN/Out,1
1,1,53,2,4,1,1.03,0,0,2,347,1,IN/Out,1
1,4,640,3,6,1,1.7,0,0,3,347,1,leading/trailing,1
0,4,880,3,1,1,1.19,0,0,3,347,1,leading/trailing,1
1,4,350,3,5,1,0.938,0,0,3,347,1,leading/trailing,1
0,3,1,1,1,1,1.16,0,0,2,347,1,leading/trailing,1
0,3,52,1,1,0,1.71,0,0,3,347,1,leading/trailing,1
0,1,894,2,2,1,0.811,0,0,3,347,1,IN/Out,1
0,2,71,2,1,1,0.553,0,0,2,347,1,IN/Out,1
1,4,620,3,5,1,1.15,0,0,3,347,1,leading/trailing,1
0,4,310,3,1,1,0.89,0,0,3,347,1,leading/trailing,1
1,1,70,1,3,1,0.717,0,0,2,347,1,IN/Out,1
1,2,827,2,7,1,0.919,0,0,3,347,1,IN/Out,1
1,3,1,1,4,1,0.604,0,0,2,347,1,leading/trailing,1
1,2,78,1,6,1,0.952,0,0,2,347,1,IN/Out,1
1,1,933,3,3,1,0.561,0,0,3,347,1,IN/Out,1
1,2,562,3,6,1,0.847,0,0,3,347,1,IN/Out,1
1,2,6,1,4,1,0.574,0,0,2,347,1,IN/Out,1
1,3,2,1,4,1,0.781,0,0,2,347,1,leading/trailing,1
1,2,643,1,7,1,0.924,0,0,3,347,1,IN/Out,1
0,4,20,2,1,1,0.87,0,0,2,347,1,leading/trailing,1
1,3,3,1,4,1,0.618,0,0,2,347,1,leading/trailing,1
1,1,747,1,3,1,0.518,0,0,3,347,1,IN/Out,1
0,4,80,2,1,0,0.675,0,0,2,347,1,leading/trailing,1
1,2,428,3,7,1,2.28,0,0,3,347,1,IN/Out,1
1,3,59,1,6,1,1.05,0,0,3,347,1,leading/trailing,1
1,1,789,3,4,1,1.79,0,0,3,347,1,IN/Out,1
0,3,34,1,1,1,0.984,0,0,3,347,1,leading/trailing,1
1,3,5,1,5,1,0.75,0,0,2,347,1,leading/trailing,1
1,2,320,1,7,1,1.99,0,0,3,347,1,IN/Out,1
1,3,65,1,6,1,1.63,0,0,3,347,1,leading/trailing,1
1,4,980,3,6,1,0.797,0,0,3,347,1,leading/trailing,1
0,2,47,1,1,1,0.595,0,0,2,347,1,IN/Out,1
1,3,9,1,7,1,0.656,0,0,2,347,1,leading/trailing,1
0,3,5,1,1,1,0.7,0,0,2,347,1,leading/trailing,1
1,3,98,1,6,1,0.878,0,0,3,347,1,leading/trailing,1
1,3,2,1,6,0,0.634,0,0,2,347,1,leading/trailing,1
1,3,56,1,7,1,1.25,0,0,3,347,1,leading/trailing,1
1,4,620,3,4,1,1.47,0,0,3,347,1,leading/trailing,1
1,3,65,1,5,1,0.642,0,0,3,347,1,leading/trailing,1
0,1,77,1,2,1,1.4,0,0,2,347,1,IN/Out,1
1,1,76,1,3,1,0.517,0,0,2,347,1,IN/Out,1
1,4,810,3,5,0,2.05,0,0,3,347,1,leading/trailing,1
1,3,79,1,4,1,0.927,0,0,3,347,1,leading/trailing,1
0,3,97,1,1,1,0.6,0,0,3,347,1,leading/trailing,1
1,3,59,1,6,1,0.95,0,0,3,347,1,leading/trailing,1
1,1,493,1,3,0,0.822,0,0,3,347,1,IN/Out,1
1,1,59,2,6,1,1.5,0,0,2,347,1,IN/Out,1
0,4,90,2,1,1,2.33,0,0,2,347,1,leading/trailing,1
1,3,5,1,6,1,1.04,0,0,2,347,1,leading/trailing,1
1,2,89,1,7,1,0.581,0,0,2,347,1,IN/Out,1
0,1,706,1,2,1,1.02,0,0,3,347,1,IN/Out,1
0,1,19,2,2,1,0.669,0,0,2,347,1,IN/Out,1
1,1,31,1,4,1,0.632,0,0,2,347,1,IN/Out,1
0,3,9,1,1,1,0.519,0,0,2,347,1,leading/trailing,1
1,3,56,1,7,1,0.638,0,0,3,347,1,leading/trailing,1
0,3,57,1,1,1,0.731,0,0,3,347,1,leading/trailing,1
1,1,886,2,3,1,0.716,0,0,3,347,1,IN/Out,1
1,1,285,1,4,1,0.757,0,0,3,347,1,IN/Out,1
1,3,47,1,6,1,0.82,0,0,3,347,1,leading/trailing,1
1,4,50,2,4,0,1.16,0,0,2,347,1,leading/trailing,1
1,2,67,1,5,1,0.736,0,0,2,347,1,IN/Out,1
0,2,88,1,1,1,0.834,0,0,3,347,1,IN/Out,1
0,4,980,3,1,1,1.21,0,0,3,347,1,leading/trailing,1
1,4,40,2,4,1,0.764,0,0,2,347,1,leading/trailing,1
1,2,3,2,4,1,0.666,0,0,3,347,1,IN/Out,1
1,2,50,1,4,1,0.836,0,0,2,347,1,IN/Out,1
0,3,1,1,1,1,0.739,0,0,2,347,1,leading/trailing,1
1,2,854,2,4,1,1.04,0,0,3,347,1,IN/Out,1
0,2,870,3,1,1,0.806,0,0,3,347,1,IN/Out,1
1,1,450,1,5,1,1.19,0,0,3,347,1,IN/Out,1
1,1,39,2,6,1,0.624,0,0,2,347,1,IN/Out,1
0,4,260,3,1,0,1.37,0,0,3,347,1,leading/trailing,1
1,1,619,3,5,1,0.972,0,0,3,347,1,IN/Out,1
1,2,59,1,4,1,0.708,0,0,2,347,1,IN/Out,1
1,4,240,3,4,1,0.635,0,0,3,347,1,leading/trailing,1
1,1,61,1,3,1,1.34,0,0,2,347,1,IN/Out,1
1,3,64,1,6,1,0.728,0,0,3,347,1,leading/trailing,1
1,4,10,2,4,1,0.665,0,0,2,347,1,leading/trailing,1
1,2,11,1,5,1,0.615,0,0,2,347,1,IN/Out,1
1,4,20,2,7,1,0.66,0,0,2,347,1,leading/trailing,1
1,4,70,2,5,1,1.62,0,0,2,347,1,leading/trailing,1
1,4,870,3,5,1,1.59,0,0,3,347,1,leading/trailing,1
1,4,30,2,6,1,1.17,0,0,2,347,1,leading/trailing,1
1,3,7,1,6,1,0.694,0,0,2,347,1,leading/trailing,1
1,3,59,1,6,1,0.775,0,0,3,347,1,leading/trailing,1
1,2,129,1,5,1,0.791,0,0,3,347,1,IN/Out,1
1,4,30,2,5,1,1.01,0,0,2,347,1,leading/trailing,1
1,2,910,2,7,1,0.689,0,0,3,347,1,IN/Out,1
1,3,8,1,5,1,0.91,0,0,2,347,1,leading/trailing,1
1,2,31,2,6,0,0.695,0,0,2,347,1,IN/Out,1
1,4,50,2,6,1,0.891,0,0,2,347,1,leading/trailing,1
1,4,310,3,7,1,0.939,0,0,3,347,1,leading/trailing,1
1,2,87,1,7,1,0.58,0,0,2,347,1,IN/Out,1
1,2,96,2,7,1,1.01,0,0,2,347,1,IN/Out,1
1,2,618,3,7,1,0.885,0,0,3,347,1,IN/Out,1
1,1,288,2,4,1,0.793,0,0,3,347,1,IN/Out,1
1,2,33,1,7,1,1.09,0,0,2,347,1,IN/Out,1
1,4,70,2,4,1,0.592,0,0,2,347,1,leading/trailing,1
1,1,366,1,4,1,0.573,0,0,3,347,1,IN/Out,1
1,2,45,2,4,1,0.615,0,0,2,347,1,IN/Out,1
1,1,81,1,3,1,0.732,0,0,2,347,1,IN/Out,1
1,3,3,1,4,1,0.612,0,0,2,347,1,leading/trailing,1
1,1,14,2,6,1,1.44,0,0,2,347,1,IN/Out,1
1,1,250,1,4,1,0.612,0,0,3,347,1,IN/Out,1
1,4,320,3,7,1,0.842,0,0,3,347,1,leading/trailing,1
1,1,84,2,4,1,0.885,0,0,2,347,1,IN/Out,1
1,1,60,1,3,1,0.793,0,0,2,347,1,IN/Out,1
1,4,90,2,6,1,1.01,0,0,2,347,1,leading/trailing,1
1,3,5,1,6,0,0.699,0,0,2,347,1,leading/trailing,1
1,2,768,2,6,1,0.599,0,0,3,347,1,IN/Out,1
1,4,250,3,5,1,1.24,0,0,3,347,1,leading/trailing,1
0,2,40,2,1,1,1.5,0,0,2,347,1,IN/Out,1
0,4,90,2,1,1,0.994,0,0,2,347,1,leading/trailing,1
1,4,60,2,6,1,0.999,0,0,2,347,1,leading/trailing,1
1,3,66,1,4,1,1.32,0,0,3,347,1,leading/trailing,1
1,3,5,1,5,1,1.33,0,0,2,347,1,leading/trailing,1
1,4,10,2,6,1,0.938,0,0,2,347,1,leading/trailing,1
1,4,940,3,4,1,2.08,0,0,3,347,1,leading/trailing,1
0,2,516,2,1,1,1.6,0,0,3,347,1,IN/Out,1
0,1,61,1,2,1,1.26,0,0,2,347,1,IN/Out,1
0,2,70,2,1,1,0.633,0,0,2,347,1,IN/Out,1
